ID,Is_Lead
SHVZMWBV,0.05594371620264266
8TGXGZHX,0.2291530978964093
IKRSHJFW,0.1759137462412123
TYKRZDCP,0.48063148307618925
9IDA3L7P,0.09600295755641182
ASOWCMDB,0.05322477772160826
KZ5J2JGC,0.8329157897370992
D5UCFKTV,0.05436425040938266
2N8FFP7W,0.0449859463468328
SA36MTFS,0.034649856550774606
8UDMURUH,0.12215930401411663
7VSQV6QN,0.1368100961553084
IFUG9NC5,0.048839138120810505
EQXDLQRG,0.18437270401440178
JAR8YY9J,0.08689452389605665
BS4TAF6M,0.05341247052029909
WQJ9SPT9,0.816203053230141
7QHT4ON2,0.053895762578666184
FNGPQN7B,0.12152611092422742
DDOMDZRU,0.5904418034126875
QYR9HXHP,0.23761088486536344
S4NGXFXY,0.01671452927612761
NOJ2KSCC,0.8396271152716338
ZD2JRUNB,0.45612938762023003
GZIPTSNN,0.04424038717059689
LCFYUVE9,0.8420577820137016
PPANVU9W,0.0511663015960507
DRPV9STB,0.07693570089620223
AFSPF3WZ,0.983716669301025
GPXEUNND,0.8408717310341345
NSADMDSM,0.059909357741396496
CKWJU8RQ,0.5186583654036743
F7MNZSSU,0.055574678999412784
BDGVMPZY,0.5417433733411451
IA3MSRTR,0.0798934531141448
JD3WTPMG,0.29192228688828264
QT6DF6EW,0.8290805642126576
NVDEMCZ2,0.0551755688482483
9B6UTJVT,0.06192035389272958
U6QYES9J,0.0212552261671936
DZQPDSPS,0.13811063253178824
CRGXVSBF,0.8710323112826284
XIHJYS2V,0.6077320722817664
7X2MC5GZ,0.837090691427506
ZBDVXTM5,0.05323936491372318
UUBQPBR5,0.07365405091944477
CUMZFBTD,0.09175923931884435
E7QXYSQN,0.0205335416340508
6UQAJP48,0.0838585491107793
QHWB768Y,0.05709420310699194
R6RXMXOJ,0.1674133993861245
WXQGZG5K,0.03815348115704186
GCUFKLHG,0.05500487837265302
SJX4372M,0.05177238375637572
VGEAMUZZ,0.09936694560277856
ZWDXVKDF,0.8398470644266665
WGMRCYLR,0.05249358913679534
SI43K5CY,0.10078426000579344
DSNBS2RS,0.15626712161758916
XIMZCKSR,0.3615519258622159
VEW9FXHT,0.01875679975504841
JZJHDDDJ,0.44472929673728084
4TYUR5HA,0.4150077536086531
UHCDFDRX,0.2322645873753515
E5QMOFUM,0.10386033627045929
PSNVWDZH,0.06340954104814067
5IQSWONG,0.055953248926740716
CEAZEPY4,0.9882376996234497
2TNRJXRX,0.02347675295752633
BFROCARA,0.05060042212471196
GRTJMRKM,0.015298622889699989
6EDAM4EU,0.0766856618418833
NRDB58KL,0.05121151083208471
TCPJCWZR,0.04060434120459022
KG8LD2BE,0.0352304014702087
FHZ3XFDV,0.12440714766015984
NZKCSDZ4,0.21283107225173775
6DG6KJG4,0.05203859161231511
BVPKDUNU,0.2848945505284867
APR4PQ6X,0.04457075442769877
HPWS8YFG,0.11766615560667475
VRPBGTPU,0.056746090721517
XBCSX7G7,0.03628349360914106
KEH3G8UA,0.16972699778649275
WXNAVFLT,0.05054486243684251
8J8NJ7M6,0.10146829034580407
D4UW7Y85,0.05342943736566771
SZRESXN7,0.053370345285387755
UUQSXK5T,0.054609802766243096
GPMUKOVY,0.34922326344918564
6FYOKAZ5,0.15425102496447768
ENUB4N9S,0.1892972552257853
KERBCSGE,0.9876409651871315
7HTA4C6J,0.8376555142194089
4BTVMT6W,0.05237172237312611
MR3J9USD,0.2632380727594476
7S83FNQW,0.5540963783446948
MSOKLC7S,0.023260004506494708
GFMNATHU,0.04635031518008266
NG4ABA6H,0.9787595331550234
3GFHRAQY,0.2864990893021574
BCSGZZPE,0.13987081905072138
PQ9MCGZC,0.08263764333390686
K7N596CG,0.05621657433522478
8RUL6JEE,0.06798335258534562
CVOFJRMP,0.06412897755364683
B4FQX4HG,0.050051380177061136
W7HAQKDV,0.05862760891902354
8C5PKJ7G,0.0608864330575869
E4GQJZSQ,0.04683271769895361
UENREGNV,0.8411907417608084
CC4LYHEW,0.8542169237037225
GDKGLTBT,0.06017745104903817
G3ER8CGX,0.05647741859168174
ZG4KT59X,0.023674984195255
LW93KJMZ,0.45234292578041435
9AR5FBSQ,0.4770991245030497
FHLWDMRV,0.10066689438227079
EON5DCWD,0.9876590680455161
J8UXTMYV,0.23815293903952464
IXBW5HZH,0.04853308967638162
LDHQB458,0.05285887563615468
GNHTIKF3,0.04629922941669968
8NO22KTE,0.024422175479290393
SGJFSSJK,0.1767405182965947
TD8D3NDD,0.060152099102555555
8RQ27JGU,0.8449159044119883
A8GKBMBO,0.8130496356280268
ODVMNUDE,0.511124115538217
EA5CRL7L,0.050639523048014036
6UI7RPCH,0.3264506305423184
7BJYM94L,0.05460022018549996
X3PZJF7F,0.45144850147458626
YCSSMPV7,0.4915665990975297
4EV9VXL8,0.521898091919814
IPNJFQTY,0.20561533984695232
XPWNJRJC,0.039486244003398584
3WHNSBRB,0.17791466859465968
U245YKM8,0.047562765211340355
68EFFKBB,0.8502152114440653
NEUII7AB,0.9838452492813712
F7CSLYWT,0.055724668206301974
5EOMOZHG,0.15035717837053664
6CYUTUFN,0.3640576907280976
K7YUC8LF,0.26914588205911993
LSMCXMXA,0.05017569752767474
AALPBPBP,0.052135120940464554
ZPX6VOH2,0.07100793139165816
CDBFWQGM,0.11265585530970527
JUQ76NJV,0.8243547581453372
QHE7UULR,0.05306366566151286
JRMNMZJA,0.05123087209658156
GZ4EZZFX,0.13122673701378657
9L9JFIAR,0.5525661280902439
GTOE4RN4,0.1474993136703606
CUYE7ST4,0.315686489414739
FFM6DHEA,0.8494655657047236
5XUK7XLZ,0.46511125973152606
4HTGJEEZ,0.05516264439839478
RWYBAMRG,0.1266470305259199
RQZGBGGN,0.8454639217868266
ITVSUTU9,0.24023235035781926
6UMDX7NQ,0.4534962532898767
4IVKAFYY,0.5058476499836142
ZKYOSQEU,0.5198173925135237
9JYXIDL4,0.9893486754933074
XNURWQBT,0.049543314459407586
HVNIJFQC,0.04734073085827817
CGGVBJKZ,0.9890119207933475
JO9DV3NY,0.8527495838492468
EYENUQR9,0.36459183894854724
FPU4ZI8H,0.06673610316498767
2MALVTY4,0.08809875728200797
QN4REV7D,0.05750649927899469
27F5ZEQA,0.07596761453120257
MKJUE4K2,0.0772781417278203
4ECWF4DN,0.053970584886858505
KWBJAQMY,0.04816044407583186
3YAW8OEY,0.11964037328144399
ZHHFH7H9,0.8773845032508802
BO2822VM,0.09269768703068652
NQZUPVUA,0.04404701420300872
MUT2PZ7T,0.3832842393230717
2MFKPCPS,0.8417165892940913
4RLVOVMJ,0.6125052107747783
JISGN7XF,0.05591790687886028
NNOFHDAC,0.05175741697922352
ODE23CPW,0.020387052025298447
ZNTYNFME,0.23385270367522337
NQM48VKU,0.11018419503961285
DGVBCYY7,0.04835175555509353
9F38NUKC,0.1762025139312578
3Z7KCIZS,0.039963134097988046
ERAX3STD,0.05852811194493364
N9TCDYYG,0.04501964198205445
R4UMWUZK,0.07838297410055936
CPERTJBJ,0.10674429318185678
4XK5BMA9,0.03893776409388837
2PKDM5B2,0.04424787722896469
SW5GTHZN,0.376914040852471
ATJAEQCJ,0.09594345443540146
NHNXBSFY,0.15570045210260336
NRGYTYZJ,0.03843454571413764
UZNABWAT,0.05412048154715289
CVP3VZN5,0.06413726012824603
JEAYZXKC,0.05141096654864067
87LFEVTZ,0.36943387198576466
N7ZEJ2CQ,0.053117143589918626
AQT3ADAP,0.05166599150254416
WC8ROKF8,0.05476108381583651
D9HWEXEV,0.08849795718899665
MMHWGZCN,0.05239496001168592
YKCAQFHU,0.27101255652632555
NDPFBA9X,0.41890732202829656
3T6C7AEA,0.2308579345381284
GZWB38J9,0.0475522618418368
OFTXYNYQ,0.05155127453056328
QYZQIXBJ,0.51994973338357
N7PJT5HO,0.058696507646528485
JP2PNX9X,0.1954126926795842
N3FUZDIH,0.051669320443930286
UXKAVBLS,0.024244934230707595
G24JWDKS,0.04370255387283538
HQOKKQVX,0.17081901476538136
HTXFVZZG,0.05494248978751537
3TJKVA4J,0.043216657095465155
CRGS7FPX,0.039652501796528995
BTRJTMR3,0.10077776379681631
ERLPQML7,0.021670391455778072
9FDFXYAW,0.47394500110534044
MEEKFDZZ,0.05755271585921147
ZGY8ETLW,0.24906565195066044
AXVUJHT9,0.051783147122824204
35ILRW7D,0.47068636352413495
DR2U5JQX,0.07138802879661836
WHZ7CEY6,0.2986754340638778
UCPMS2KF,0.05339533805939376
HB6MJHDN,0.2544522546981473
7NWFPJ2X,0.12463918315453179
4QXD6K4K,0.16666561906464686
D6H3RTAZ,0.11858514578576804
L67WSXUY,0.07980372221129597
IXHVY78L,0.07082992657138569
H6KE88O6,0.3596788534316462
EAPKN7G8,0.9879360085993095
GQXJSFJE,0.158789402930022
BVHSRABV,0.05927643260519041
DUY76GFX,0.15831833617455973
O7H9KPSD,0.40983831252047703
6EDBA5AN,0.081805440634651
V24CAXFM,0.06565810242029356
SERPSAWP,0.028323912868846047
H47QYY5K,0.060322384859709956
5TYQNFPE,0.38035692415057254
HGDB7KMR,0.49889984543988186
DWH8Q2S3,0.22357352997958238
USNBQZAK,0.05270423699236665
I89VR4AB,0.07074890243972898
ATZVVXWJ,0.4994389184299711
HOKP6ZTS,0.06893653185185764
ZDKT2SSW,0.05626499986928567
DK5HJYQE,0.03767846534528309
ABKW7FGW,0.07400986533908369
BCSW3W7T,0.05306475615437826
6T4VNEWD,0.5678039845108922
XBALBNYB,0.3105789706374625
NWMJR3W5,0.05350708131795212
Q5BJ4ULE,0.05526808535618176
DOFSPEWD,0.8382561168577221
ANX8FUBJ,0.052412145539922995
KPR67SVO,0.022630780580122294
44EV7IJE,0.0523065818571737
VZEK4IOK,0.4777249245084888
CZMKWRQN,0.05356780158337145
VGQUQLXT,0.15912725214168985
MS6GASNJ,0.03118396081084989
4ENG9TKV,0.8279588871542615
UHRRWLGR,0.06224089516368934
APFSHZYP,0.052653225697756253
M7MURWXC,0.44548279293960136
3EOATQBT,0.05257633741542037
MDZG7EZX,0.054596750275401604
QZ6LSSTB,0.06005800574189337
Y7EEZYYS,0.8692015036981546
RYKLU6HL,0.056731328167661174
CWQ8OAQ8,0.052890967028167646
WSFUNE28,0.8302809839007728
9PFQKPRB,0.05674341664771333
MCLXWKBC,0.04689374289165081
NWDXDZEN,0.3336129872880383
EBLDBRDR,0.18632513019156102
CJRW5JYT,0.24146554042843488
CMMKRNUZ,0.19581729136783835
EATPTPY3,0.050939391764268836
J5AGUF6Q,0.06992628359158284
8WYO2BBG,0.3355879178818947
9EPXIMZB,0.04817424505144784
UZERUG9W,0.09065343174324339
QEQ79QUC,0.07091587466724818
ZNHVE7QZ,0.12113000089135481
PU3J43GY,0.8344286904772232
HWDBXAUK,0.051957746313397626
W74BHIAD,0.07584252873950895
MGLDAPOA,0.05643131081082072
BYFCPDX5,0.100581051049999
S2QDUDEJ,0.9881866327644431
HBYRWBWL,0.021661904117962146
8CIAWHWZ,0.8482368672827987
ZFYFFXT5,0.1130145999502199
UGIADHRB,0.13139014106448718
JDDGRBSU,0.24657548436526242
NBS2LTYW,0.32717342248676956
DBKM3FRW,0.07086740270919585
GLBHRXKB,0.046215869586317834
9WDPTNCN,0.02174306896806278
NVVVFQ9U,0.8454935246542625
6AT635HW,0.10596925291621795
HPHDI6NN,0.04872377527608027
CPNAGJ95,0.05188378849580745
FY6AFNCK,0.9781970142744127
KWQAVZOE,0.874569281677996
HGBDE3LM,0.46271265533023465
SYKEB6EV,0.0600130457113256
9BROJWWS,0.41130453255962607
CG8DGVAV,0.24022952397121985
H7MT8CNK,0.061706784730182165
GJVVWNKN,0.8448087840682319
FXWTMJDG,0.08897199352735836
OSNGFACM,0.06773694033350992
PBFT55CF,0.9818337994516932
4P8GFHSL,0.044735906618682195
9ZZ4F4XF,0.40752039324692513
CN4YERMU,0.824595188166473
8TUDLTWK,0.14254721271315818
USFZPY7Z,0.021264245290209573
VBJXREA8,0.04150996129037889
9LBNXHQ2,0.16430165090972768
PY6HCDWF,0.05026291514025592
9VJMJR6X,0.06322330061830848
4GAEJIQO,0.04736208284259926
F34SD6YQ,0.06465127123830179
HZ3BZVH6,0.16522674235943466
9WVBAWEY,0.1826676065820471
BPNYRSEH,0.05373433756331998
7OGHEHO3,0.1559009102720116
LRJZMHFT,0.05232044064200427
PCHQW72T,0.4712551463901574
BFJQGRFT,0.3971177080333287
UVJ6UYBF,0.08791711926769046
LRVO7MCH,0.22201343664287815
EAOF4EYO,0.8122138903235037
5HPCBEQQ,0.8745331444759294
8FJBKABE,0.05821102487416173
27J5UDAU,0.046018344895240114
4MAT9RSM,0.8811421259592296
SBDGZSY9,0.8500767056014334
HPYN9M2Z,0.05806331279397196
G7D2BESM,0.7946088122160375
TWN7YQPN,0.05106740481883938
BJRGMNFZ,0.14942293658235753
9HFPJV3S,0.06913742867524283
6WKJAUAG,0.045088306658885094
BZUANVCU,0.19335925400331117
NYWLDSFZ,0.860579043816975
LTW8JGAZ,0.055978106486785986
IMDQJUTW,0.06025406514058105
AVHZRCH8,0.23914172526626715
LTSDWAVT,0.05130797912173218
9WVKLADB,0.4730434268511797
GXDSQJS2,0.042689425556319785
4IHXKUNA,0.4009162486131731
BTYDUQPC,0.05674212897831986
BKCNFM72,0.11632779357212031
UMVSSZ9N,0.06820937168827557
N2STVKOI,0.05511434320147066
ZZJQB3EY,0.49357581169794196
FZJK9GH7,0.0708958519944565
NTIWWNVB,0.04467584284081557
NBCRWUBE,0.172816396213804
UBPYOBYG,0.079978291911405
K8RKMGVW,0.5844286823938086
HFTH3NC2,0.0424236832471656
759LCPDE,0.17137727631509364
DYKME2AY,0.8389861052181123
VZHURNZD,0.020287550202426178
EAJJBYHU,0.3235188364214681
T97TKZNT,0.4992361537477569
IXOEQ2YD,0.9400782365727578
BWKXTBCF,0.05954639229364589
DNKPRVB3,0.26018797689563816
JQCF2PXG,0.04968124831058786
GIABLCP4,0.052390595225534686
FDIC7S35,0.5832275948474729
5RTNFJEV,0.02528401191302605
OBZ4CU77,0.06861041665300988
XMVX6WEB,0.14160871584383067
MHARJGPA,0.05971996579254735
2QI5GPDU,0.4800655484852454
AE2NBAJ3,0.019627034968051196
MDLANJZG,0.02203348011171482
7TAP99MA,0.1823579483673018
A6AMKR2Z,0.22425128810088107
DX69CFXV,0.0671863390299941
HKCKEKV4,0.2568829698423077
CBNWXPJJ,0.32166214773189367
Z3SJXFCA,0.09796297027704257
RHTCABWR,0.8726027143765359
ILGMVREG,0.24308752018254842
BZK32SSP,0.05454115921235503
25RR4UGE,0.055464492486559436
9ZQFVNWY,0.10472199519700956
FFSTFCAA,0.09248765073464696
MBEDAX9Z,0.07638784830455014
IYERPTUY,0.10692350342657711
SBNMNBJE,0.023351647591260453
CPWDDHBP,0.4274775130962062
EN5EXSVB,0.035628213569390554
EFT7687S,0.06038191790899775
DUPIVFIW,0.05553480028976837
HTVBHNFH,0.05027473043692253
GFTV6AXH,0.05261741496795365
NTNK2ZYN,0.05682679013661819
NZ2MDLPM,0.16920635836266834
UU4ECFQ5,0.8671171609928472
FFWGNGVJ,0.04848340364818213
JDQIBLRI,0.05258810560959728
ZAWUVVWA,0.05277361013395894
FC24V4XD,0.1812518833372595
EKTZZYA2,0.07003265001476522
RVRMHDD8,0.04591732528654171
3RASGR5Y,0.2013793165358669
QRBESHHG,0.052328087718522265
MXYLFHSV,0.07112381417501815
TY85POPR,0.07070243857928964
BHXO9INE,0.04831831783785444
S2RKLYZH,0.4629523782994786
98GUQS9R,0.46573737512373264
6VD8FK4Y,0.0518234635354141
FMUHBZHQ,0.05525045984522222
IHQY3US8,0.8217279555383795
VDSNW6DR,0.08554294497770423
JF8E8TCY,0.16553599061016225
EKVBDN5B,0.13991363760613743
LJOYHFHT,0.05754744373316735
8WBDXKKG,0.4308221267827904
LNAASJ6O,0.05012989296923973
HGTW39J8,0.07154523536445699
AMYH3YSJ,0.11572747525367943
QZRPEWE6,0.05562435707317544
9RBSJHBJ,0.33241278116735445
EFZ3ADG9,0.05304306519031341
CMQX6K9J,0.16328754124232764
DBVXEJCR,0.05670036432020491
PLYKWBFR,0.05423944775334485
7QNURUDE,0.059499788578292245
M8TD2YPV,0.25671061093897385
JVJZVKUJ,0.8367692544804848
XVUVCSM8,0.49075170626134607
C9CMNJEH,0.1732118480395809
IQLV6HTY,0.0852210620561734
ELG7YZUM,0.04846816607795483
PU9KWVOH,0.5024699736529025
HAYJGRRV,0.060011497026041624
KBKUHSLA,0.09087861546428073
USL6KBDY,0.04991054718994421
ZGLCSKTI,0.06170426097275596
9JQWNRGA,0.11937946645125015
EBVUVT88,0.05214384733472675
9ZU5GNSK,0.16972475650494903
EC7NIRSV,0.05486870485836761
JJ23TDTX,0.06864361836723347
IZWY5RYD,0.08556711129945851
TSYCNH93,0.05745524974909547
QSY6Q77W,0.22857944833919114
TOBSGQ3J,0.22600238898759692
FKGE6YRE,0.444758997008842
MGAYPPJE,0.05472160845834897
IJRFUH6V,0.1492114841593196
KX9Y3LCV,0.05356945410249473
2ZDDJYHE,0.8371262233794698
NBMLMYQE,0.050675676830314174
E8XWCECR,0.21471258813223612
5FP4HKBU,0.12481373787668604
FUKFFD3F,0.2544073072616916
8BDSMQUY,0.04348337659996541
39T7KUFC,0.06260164550690259
HZSPWI2U,0.4728209775245552
LEJJKOWC,0.04756722901733858
DR5F2HVS,0.8424753566073123
BJA5TRWJ,0.35952202397078115
NCVH9WFE,0.09041010023376247
ME3XYUC5,0.8239395248499711
VLCHSDHG,0.05786648248486601
59CV3HQQ,0.14504368604652423
JTAEBBQM,0.0465821029512294
OBHDYLE2,0.22702622991727933
EUEGA65T,0.04760878410348328
MO9XWHWE,0.13408310377627747
K3JSVGHE,0.05434040052442792
JFHAQZQM,0.06833583944747393
22IQJE4I,0.825941079928295
F57YH86H,0.05939986177111186
BPNYWIPI,0.0582601011557905
FJB78783,0.09496791479326265
DIVE6ZUL,0.07446193893087469
YACVPC9M,0.277535442979058
A3FM9UVE,0.05552108188068765
9NE6ZC2Q,0.10612964480782268
4NHTDBJN,0.10561610387055409
3FH863BT,0.020501626043335105
3UBBVIGN,0.3129461245372011
NNP9TLV2,0.41264892869380543
SA7VUUTE,0.045219225126603826
ROG7ONJG,0.4758512893148278
ICEBXJHF,0.10103615019564689
HFTYHFAZ,0.0621753454037549
EC5IQBEK,0.05527486936348569
VQPXGNJV,0.04447528137892899
BNE8WOYV,0.8453482513250122
MKEXSYJN,0.05628117429476752
B2MY2KQE,0.1366438257769334
GZVND3WE,0.3610946047596687
JZ8ASRBZ,0.9892553424395671
UMQWVVHH,0.8428975035148303
MDGISGP7,0.049387732971762674
JMVHKVGP,0.039885858001589614
G5GPWASE,0.5000834893464611
A9H3PMBD,0.047423343406160466
DKEMLQCU,0.8406157622092826
VVPNRFRF,0.8721240562705546
AVIBMJNL,0.20390678826262826
3FNEIWTQ,0.04809357673272889
WMQIVFIH,0.08936850978254404
GUSEEXX5,0.25721861095151344
HZBZ7QMH,0.051047214416551544
KMTZWEXS,0.023401279085639527
62AXBXBL,0.08968329838181738
FW6GESXM,0.03391022103662029
A67RATVB,0.05445233130892907
HUWJHKEG,0.057133754842236005
KCHF33KH,0.0851115011526158
CJUKTB4B,0.08157654756457326
FA8NWHGK,0.07758560277575666
6UZE4NSH,0.8283127147405894
4UUZBMXW,0.17610489173778626
QMRXRYDB,0.045585426256715494
M3A5BVAC,0.8704529300557636
II63YKTB,0.07192370937254623
4OYB27TY,0.22395797488007213
IEN9X6H8,0.11343204146997721
U9VVATUM,0.25394801971225894
SFOYCMRR,0.5742189607395571
O7WYJHA5,0.31328397956914206
STEKRYHT,0.021535894832784536
QSX9J6OF,0.2625810559333171
EVT46GYN,0.041636582299519415
IQHUPR8Z,0.06482009779346734
98WUTF8M,0.02268154184814461
5JUSHPUM,0.05646762002929109
9FMK8FZU,0.051884220530976764
WPWW4JUN,0.5459688687691362
8QUXAAHS,0.10776046492023769
EU8RGIP7,0.05852562655317602
BFT7ZJQO,0.04869008728355637
4EQAO8W3,0.8678993696084494
F3RWQSVQ,0.19777885164210224
FUA3S84W,0.05459380937415752
G9WITTNH,0.057439499710779454
TE4CM6N8,0.9893417300959776
L93TY7Q6,0.024573196129483915
MK46HOFS,0.23415734434883806
NSUSAJ7C,0.03297873681474926
ZQXJP6PH,0.12919199330321346
YX6PNVKN,0.05258275867628015
7V7IJDSU,0.2408028979898298
BSDHE7F2,0.3439525063946232
DV5EXZEZ,0.7803010042022165
VDKS85PW,0.38635813557862597
4W48SFHV,0.4498440594579381
ANGVCUXZ,0.05408055040395714
IOST7D8C,0.5894517415341705
HAQAECZX,0.03464044147264984
GAB49KQU,0.8371587340021419
GEBCXWCU,0.07418028936321186
JPT2DAGQ,0.5159600421910453
RXYEGKFP,0.5471128866589436
4R6HCRNW,0.0559697748852116
MWRTSE9B,0.05597254314523251
JAC7FJCA,0.4512726496435713
5DCT43QX,0.023433925840152487
GFZMAKDD,0.056496401569791
8WVWSZNF,0.056217654755580715
